,0,1
1009,asfaltirati,prekriti z asfaltom
1010,asfodel,sredozemska lilija
1011,asignacija,cesija
1012,asignant,cedent
1013,asimetrija,nesimetričnost
1014,asimetričen,nesimetričen
1015,asimetrično,nesimetrično
1016,asimetričnost,nesimetričnost
1017,asimilatoren,asimilatoričen
1018,asimilatoričen,asimilatoren
1019,asimilatorski,asimilatoren
1020,asimptomatičen,asimptomatski
1021,asimptomatski,asimptomatičen
1022,asintaktičen,nepravilno stavljen
1023,asistent,pomočnik
1024,asistentka,pomočnica
1025,asistentski,pomožen
1026,asistirati,strokovno sodelovati
1027,asistolija,zastoj srca
1028,asket,asketinja
1029,asketinja,asket
1030,asketizem,spokorništvo
1031,asketka,asket
1032,asketsko,špartansko
1033,asketskost,stroga preprostost
1034,asociacija,skupnost
1035,asocialen,neprilagojen
1036,asortima,asortiman
1037,asortiman,asortima
1038,asparagus,puhasti špargelj
1039,aspekt,vidik
1040,aspektualen,vidski
1041,aspidistra,ščitovka
1042,aspik,hladetina
1043,aspirant,kandidat
1044,aspirantka,kandidatka
1045,aspirata,pridihnjen glas
1046,aspiriran,pridihnjen
1047,aspirirano,pridihnjeno
1048,aspiriranost,pridihnjenost
1049,aspirirati,izgovoriti s pridihom
1050,asterisk,zvezdica
1051,asteroid,planetoid
1052,astigmatik,astigmatičarka
1053,astigmatičarka,astigmatik
1054,astmatik,astmatičarka
1055,astmatičarka,astmatik
1056,astragal,jajčevnik
1057,astrahan,perzijanec
1058,astrofizik,astrofizičarka
1059,astrofizičarka,astrofizik
1060,astrometrija,pozicijska astronomija
1061,astronavt,vesoljec
1062,astronavtika,znanost o vesolju
1063,astronavtka,kozmonavtka
1064,astronavtski,vesoljski
1065,astronom,zvezdoslovec
1066,astronomka,zvezdoslovka
1067,astronomski,pretiran
1068,astronomsko,prekomerno
1069,ata,ati
1070,atavističen,primaren
1071,atavizem,reverzija
1072,ateist,neverujoči
1073,ateističen,neveren
1074,ateistka,neverujoča
1075,ateizem,nevernost
1076,atelje,studio
1077,atemporalen,brezčasen
1078,atenuator,slabilni člen
1079,atenuiran,oslabljen
1080,atenuiranje,oslabitev
1081,atenuirati,oslabiti
1082,atest,potrdilo
1083,ati,oči
1084,atipičen,netipičen
1085,atipično,neznačilno
1086,atiščina,atiško narečje
1087,atlant,atlas
1088,atlas,atlant
1089,atlaški,kot Atlas
1090,atlet,atletinja
1091,atletinja,atlet
1092,atmosfera,vzdušje
1093,atmosferičen,razpoloženjski
1094,atmosferično,atmosfersko
1095,atmosfersko,atmosferično
1096,atol,koralni otok
1097,atomaren,atomski
1098,atomika,atomistika
1099,atomist,atomistka
1100,atomistika,atomika
1101,atomistka,atomist
1102,atomizator,meglilnik
1103,atomizer,pršilnik
1104,atomizirati,razpršiti
1105,atomski,jedrski
1106,atonalen,atonaliteten
1107,atonaliteten,atonalen
1108,atonalitetnost,atonalnost
1109,atonalnost,atonalitetnost
1110,atoničen,nenaglašen
1111,atrakcija,zanimivost
1112,atraktiven,privlačen
1113,atributi,pritikline
1114,atributiven,prilastkov
1115,atributivno,prilastkovno
1116,atrij,notranje dvorišče
1117,atrijski,preddvoren
1118,atrium,atrij
1119,avalirati,indosirati
1120,avantgarden,nekomercialen
1121,avantgardist,avantgardistka
1122,avantgardistka,avantgardist
1123,avanturist,pustolovec
1124,avanturističen,pustolovski
1125,avanturistično,pustolovsko
1126,avanturistka,pustolovka
1127,avanturizem,pustolovstvo
1128,avba,oglavnica
1129,avbrecija,avbriecija
1130,avbriecija,avbrecija
1131,avdicija,preizkusni nastop
1132,avdienca,uradni sprejem
1133,avdiofil,avdiofilka
1134,avdiofilka,avdiofil
1135,avdioglava,tonska glava
1136,avdiografika,zvočna grafika
1137,avdiografičen,zvokovnografičen
1138,avdiojezikoven,slušnojezikoven
1139,avdiokaseta,zvočna kaseta
1140,avdiokonferenca,seja po telefonu
1141,avdiolog,avdiologinja
1142,avdiologinja,avdiolog
1143,avdiotrak,zvočni trak
1144,avditoren,slušen
1145,avemarija,zdravamarija
1146,averz,lice
1147,averzija,odpor
1148,averziven,odvrnilen
1149,avestanski,avestski
1150,avestski,avestanski
1151,avgmentativ,večalnica
1152,avgmentirati,povečati
1153,avgustejec,avgustejka
1154,avgustejka,avgustejec
1155,avgustejski,Avgustov
1156,avgustovski,klasicističen
1157,avguštinci,avguštinski menihi
1158,avguštinec,avguštinka
1159,avguštinka,avguštinec
1160,aviatik,letalec
1161,aviatika,letalstvo
1162,aviatičarka,zrakoplovka
1163,avion,letalo
1164,avionika,letalska elektronika
1165,aviotaksi,letalska taksi služba
1166,aviza,napoved
1167,avizirati,obvestiti
1168,avkcija,licitacija
1169,avla,veža
1170,avra,sij
1171,avrikularen,ušesen
1172,avrikularno,ušesno
1173,avrora,jutranja zarja
1174,avskultacija,osluškovanje
1175,avskultirati,osluškovati
1176,avstralščina,avstralska angleščina
1177,avt,out
1178,avtarkija,gospodarska samozadostnost
1179,avtarkičen,gospodarsko samozadosten
1180,avtentičen,pristen
1181,avtentično,pristno
1182,avtentičnost,pristnost
1183,avto,avtomobil
1184,avtobiograf,avtobiografinja
1185,avtobiografinja,avtobiograf
1186,avtobiografičen,avtobiografski
1187,avtobiografično,avtobiografsko
1188,avtobiografski,avtobiografičen
1189,avtobiografsko,avtobiografično
1190,avtobus,omnibus
1191,avtocesta,hitra cesta
1192,avtodafé,javni sežig knjig
1193,avtodestruktiven,samomorilski
1194,avtodidakt,samouk
1195,avtoerotika,avtoerotizem
1196,avtoerotizem,avtoerotika
1197,avtofokus,avtomatska izostritev
1198,avtogen,samonikel
1199,avtogir,avtožir
1200,avtograf,lastnoročni rokopis
1201,avtogram,lastnoročni podpis
1202,avtohipnoza,samohipnoza
1203,avtohiša,avtosalon
1204,avtohtonost,domorodstvo
1205,avtokarta,cestni zemljevid
1206,avtoklavirati,sterilizirati z avtoklavom
1207,avtoklepar,avtokleparka
1208,avtokleparka,avtoklepar
1209,avtokracija,samovlada
1210,avtokratičen,despotski
1211,avtokratka,samodržec
1212,avtokratski,samodržen
1213,avtokratsko,samodržno
1214,avtokratstvo,samodrštvo
1215,avtomat,stroj
1216,avtomatičen,samodejen
1217,avtomatično,avtomatsko
1218,avtomatičnost,avtomatskost
1219,avtomatski,samodejen
1220,avtomatsko,avtomatično
1221,avtomatskost,avtomatičnost
1222,avtomehanik,avtomehaničarka
1223,avtomehaničarka,avtomehanik
1224,avtomobil,avto
1225,avtomobilist,avtomobilistka
1226,avtomobilistka,avtomobilist
1227,avtomobilski,avto-
1228,avtomobilček,buggy
1229,avtonomen,neodvisen
1230,avtonomija,neodvisnost
1231,avtonomist,avtonomistka
1232,avtonomistka,avtonomist
1233,avtonomno,neodvisno
1234,avtonomnost,samostojnost
1235,avtopilot,regulator letenja
1236,avtoprevozništvo,prevoz s tovornjakom
1237,avtopsija,obdukcija
1238,avtoreferenčen,samonanašalen
1239,avtoreverz,avtomatsko vzvratno predvajanje
1240,avtoritarec,diktator
1241,avtoritarizem,avtoritarnost
1242,avtoritarka,avtoritarec
1243,avtoritarnost,avtoritarizem
1244,avtoritativnost,samovoljnost
1245,avtorizirati,potrditi
1246,avtosalon,avtohiša
1247,avtoservis,mehanična delavnica
1248,avtostop,avtoštop
1249,avtostopar,avtoštopar
1250,avtosugestija,samoprepričevanje
1251,avtoteličen,samosmotrn
1252,avtotipija,poltonska tehnika
1253,avtotrof,avtotrofni organizem
1254,avtoštop,štop
1255,avtoštopar,avtostopar
1256,avtožir,avtogir
1257,avša,trapa
1258,avšast,trapast
1259,azerbajdžanski,azerski
1260,azerbajdžanščina,azerbajdžanski jezik
1261,azerski,azerbajdžanski
1262,aziat,rumenec
1263,aziatka,rumenka
1264,aziatski,azijski
1265,azijski,aziatski
1266,azil,politično zatočišče
1267,azilant,pribežnik
1268,azilantka,begunka
1269,azimut,horizontalni kot
1270,azteščina,azteški jezik
1271,azuren,nebesno moder
1272,ašelen,acheuléen
1273,ašelenski,acheuléenski
1274,ažio,premija
1275,ažiotaža,borzna špekulacija
1276,ažur,luknjičav rob
1277,ažuriranje,dopolnitev
1278,ažurirati,dopolniti
1279,b,B
1280,babe,mačke
1281,babi,babica
1282,babilonski,razuzdan
1283,babjak,ženskar
1284,babjek,ženskar
1285,babji,ženski
1286,babnica,baba
1287,babymoder,baby modre barve
1288,bacil,mikrob
1289,badminton,perjanica
1290,bagatelen,poceni
1291,bager,ekskavator
1292,bageta,francoska štruca
1293,bagging,jutovina
1294,bahaist,bahaistka
1295,bahaistka,bahaist
1296,bahajec,bahaist
1297,bahajka,bahaist
1298,bahavost,bahaštvo
1299,bahač,važič
1300,bahaško,bahavo
1301,bahaštvo,bahavost
1302,baisse,medvedji trg
1303,bajalica,bajanica
1304,bajaličar,bajaničar
1305,bajaličarka,bajaličar
1306,bajalištvo,bajaništvo
1307,bajanica,bajalica
1308,bajaničar,bajaličar
1309,bajaničarka,bajaličarka
1310,bajaništvo,bajalištvo
1311,bajar,bajer
1312,bajati,plesti zgodbice
1313,baje,domnevno
1314,bajer,bajar
1315,bajesloven,mitološki
1316,bajeslovje,mitologija
1317,bajka,pravljica
1318,bajker,motorist
1319,bajno,divno
1320,bajonet,nasadni okov
1321,bajsi,bajsa
1322,bajsika,bajsek
1323,bajt,računalniški zlog
1324,bajtar,kajžar
1325,bajtarica,kajžarica
1326,bajtarka,bajtar
1327,bakalar,polenovka
1328,bakanal,bakanalije
1329,bakanalije,bakanal
1330,bakanalski,razbrzdan
1331,bakara,bakarat
1332,bakarat,bakara
1333,bakhant,bakhantka
1334,bakhantka,menada
1335,bakhantski,razbrzdan
1336,bakla,svetilka
1337,baklonosec,baklonoska
1338,baklonoska,baklonosec
1339,bakrar,bakrarka
1340,bakrarka,bakrar
1341,bakrast,bakren
1342,bakren,bakrast
1343,bakrov,bakrovII
1344,baktericid,baktericidna snov
1345,bakteriofag,fag
1346,bakteriolog,bakteriologinja
1347,bakteriologinja,bakteriolog
1348,bakšiš,napitnina
1349,bal,ples
1350,baladika,baladno pesništvo
1351,baladnik,baladar
1352,balaklava,maskirno pokrivalo
1353,balanca,krmilo
1354,balansiranje,ohranjanje ravnotežja
1355,baldahinski,z baldahinom
1356,baldrijan,valeriana
1357,balerina,baletna plesalka
1358,balerinka,platnen copat
1359,balin,balinec
1360,balinec,balin
1361,balinišče,zelenica
1362,balinček,balin
1363,balirati,zviti v bale
1364,balkon,empora
1365,balonar,balonarka
1366,balonarka,balonar
1367,baloni,joški
1368,baltiški,baltski
1369,baltski,baltiški
1370,balvan,osamelec
1371,balzam,tolažba
1372,balzamator,balzamatorka
1373,balzamatorka,balzamator
1374,balzamina,breskvica
1375,balzaminka,breskvica
1376,bambusi,vetrni zvončki
1377,banana,enopolni vtič
1378,banda,druščina
1379,bandana,živopisana ruta
1380,bandanje,krokarija
1381,bandaža,preveza
1382,bandikut,jazbec vrečar
1383,bandit,razbojnik
1384,banditizem,razbojništvo
1385,banditka,razbojnica
1386,banja,kopalna kad
1387,banjica,kad
1388,banjo,bendžo
1389,banka,vložek
1390,bankina,rob cestišča
1391,bankir,bančnik
1392,bankomat,bančni avtomat
1393,bankovci,papirnati denar
1394,bankrot,propad
1395,bankroter,bankroterka
1396,bankroterka,bankroter
1397,bankrotiran,propadel
1398,bankrotiranec,bankroter
1399,bankrotiranka,bankrotiranec
1400,bantam,bantamska kategorija
1401,bančnica,menedžerka banke
1402,bančnik,bankir
1403,baobab,opičji kruhovec
1404,baptist,anabaptist
1405,baptisterij,krstilnica
1406,baptistka,anabaptistka
1407,bar,bife
1408,barabež,lopov
1409,barabin,lump
1410,baraka,koliba
1411,barakast,podoben baraki
1412,barantanje,pogajanje
1413,barantati,pogajati se
1414,barantač,pogajalec
1415,barantačka,barantač
1416,barateja,barathea
1417,barathea,barateja
1418,baraž,odločilno tekmovanje za zmago
1419,barbar,surovina
1420,barbarizem,surovost
1421,barbarka,surovina
1422,barbarsko,surovo
1423,barbarskost,surovost
1424,barbarstvo,divjaštvo
1425,barbika,lutka
1426,barbiturat,uspavalna tableta
1427,barbiturati,uspavala
1428,bard,ljudski pevec
1429,bareta,baretka
1430,baretka,bareta
1431,barg,kanalski tovorni čoln
1432,baribal,črni medved
1433,barikada,prepreka
1434,barjanski,močvirnat
1435,barje,močvirje
1436,bark,trojambornica
1437,barka,ladja
1438,barman,natakar
1439,barometer,tlakomer
1440,baročen,preobložen
1441,barvanje,pleskanje
1442,barvar,krvosledec
1443,barvarka,barvar
1444,barvarna,lakirnica
1445,barvast,barven
1446,barvati,pleskati
1447,barve,obarvanost
1448,barven,barvast
1449,barvica,barvni svinčnik
1450,barvilec,barvilni valj
1451,barvilo,barva
1452,barvito,pisano
1453,barvitost,živopisnost
1454,barvnik,barvica
1455,barčica,čolniček
1456,barža,vlek
1457,bas,basist
1458,baseball,bejzbol
1459,basist,bas
1460,basistka,basist
1461,baskitara,bas
1462,basrelief,ploski relief
1463,basreliefen,v ploskem reliefu
1464,bastardinja,bastard
1465,bastardirati,degradirati
1466,bastardka,bastard
1467,bastardski,pankrtski
1468,bastardstvo,nezakonstvo
1469,batalja,bitka
1470,batata,sladki krompir
1471,baterija,baterijska svetilka
1472,baterijski,na baterije
1473,batimeter,globinomer
1474,batimetrija,merjenje globine
1475,batisfer,batisfera
1476,batisfera,batisfer
1477,batnica,ojnica
1478,bavbav,strah
1479,bazalion,bazalnocelični karcinom
1480,bazar,sejem
1481,bazedovka,Basedowova bolezen
1482,bazen,območje
1483,bazilisk,zmajevka
1484,bazičen,osnoven
1485,bazičnost,alkalnost
1486,bazuka,ročni protitankovski raketomet
1487,bdenje,bedenje
1488,bdeti,bedeti
1489,beatificirati,izvesti beatifikacijo
1490,beatifikacija,razglasitev za blaženega
1491,beatnik,bitnik
1492,bebasto,bebavo
1493,bebav,neumen
1494,bebavo,bebasto
1495,bebavost,neumnost
1496,bebljanje,blebetanje
1497,bebljati,blebetati
1498,bebček,kmet
1499,becquerel,bekerel
1500,bedakinja,tepka
1501,bedarija,neumnost
1502,bedastost,trapavost
1503,bedastoča,neumnost
1504,bedastoče,neumnosti
1505,bedeker,vodič
1506,bedenje,čutje
1507,bedeti,ostati pokonci
1508,bednež,nesrečnež
1509,bednica,nesrečnica
1510,bednik,gnida
1511,bedra,stegna
1512,bedrce,bedro
1513,bedrenec,janež
1514,bedrn,femoralen
1515,beduin,beduinka
1516,beduinka,beduin
1517,begav,begajoč
1518,begum,princesa
1519,begunec,azilant
1520,begunka,azilantka
1521,behaviorist,behavioristka
1522,behavioristka,behaviorist
1523,beige,bež barva
1524,bejba,mačka
1525,bejbe,mačke
1526,bejzbol,baseball
1527,bek,branilec
1528,bekerel,becquerel
1529,beketanje,blejanje
1530,beketati,blejati
1531,bekon,prašič  pitanec
1532,belcanto,belkanto
1533,belcebub,hudič
1534,belec,bledoličnik
1535,beletrist,leposlovec
1536,beletristika,leposlovje
1537,beletrističen,leposloven
1538,beletristka,beletrist
1539,belež,apno
1540,beležka,beležnica
1541,beležke,zapiski
1542,beležnica,beležka
1543,belina,belost
1544,beliti,pleskati
1545,belivec,belivka
1546,belivka,belivec
1547,belič,ficek
1548,beličnica,albinka
1549,beličnik,albin
1550,beličnost,albinizem
1551,beljakovina,protein
1552,beljakovinski,proteinski
1553,beljenje,pleskanje
1554,belkanto,belcanto
1555,belkast,bele barve
1556,belkasta,umazano bela
1557,belokožec,belec
1558,belolisast,z belo liso na glavi
1559,belopolt,svetlopolt
1560,belorepec,postojna
1561,belost,belina
1562,beločničen,skleralen
1563,beluga,beli kit
1564,beluš,špargelj
1565,belvedere,razgledišče
1566,belček,bela prasica
1567,belčica,bela prasica
1568,bencin,gorivo
1569,bend,glasbena skupina
1570,bendžo,banjo
1571,benediktinec,benediktinka
1572,benediktinka,benediktinec
1573,benevolenca,dobrohotnost
1574,benevolenten,dobrohoten
1575,benigen,nenevaren
1576,benjamin,mlajši v družini
1577,bental,bentos
1578,bentalen,bentoški
1579,bentiti,kričati
1580,bentos,bental
1581,bentoški,bentalen
1582,berač,klošar
1583,beračenje,beraštvo
1584,beračica,klošarka
1585,beračiti,prosjačiti
1586,beračka,berač
1587,beraški,siromašen
1588,beraštvo,siromaštvo
1589,bergdamski,damarski
1590,bergfrid,donjon
1591,beriberi,hipovitaminoza B1
1592,berila,lekcionar
1593,berilo,čitanka
1594,berljiv,čitljiv
1595,berljivo,čitljivo
1596,berljivost,čitljivost
1597,bermude,bermuda hlače
1598,bermudke,bermuda hlače
1599,berta,čipkast ovratnik
1600,besede,govor
1601,beseden,verbalen
1602,besedica,beseda
1603,besedilen,teksten
1604,besedilno,tekstovno
1605,besedilnost,tekstualnost
1606,besedilo,tekst
1607,besedičiti,govoričiti
1608,besedišče,besedni zaklad
1609,besednozvezni,frazni
1610,besedoslovec,leksikolog
1611,besedosloven,leksikološki
1612,besedoslovje,leksikologija
1613,besedoslovka,besedoslovec
1614,besedotvoren,obrazilen
1615,besist,besistka
1616,besistka,besist
1617,besneče,silovito
1618,besnež,divjak
1619,besnica,besnež
1620,besnilo,amok
1621,bestialen,zverinski
1622,bestialno,zverinsko
1623,bestialnost,zverinskost
1624,bestija,zver
1625,bestseller,prodajni hit
1626,betel,sirih
1627,betežen,star
1628,betica,buča
1629,betič,glavič
1630,bevsk,bevskanje
1631,bevskanje,bevsk
1632,bevskati,lajati
1633,bevskač,lajavec
1634,bevskniti,zalajati
1635,bezajoč,drezajoč
1636,bezanje,drezanje
1637,bezati,brskati
1638,beznica,luknja
1639,bezniški,neugleden
1640,biatlonec,biatlonka
1641,biatlonka,biatlonec
1642,bibavica,plima in oseka
1643,biblija,božja beseda
1644,biblijski,svetopisemski
1645,biblijsko,svetopisemsko
1646,bibliobus,potujoča knjižnica
1647,bibliofil,ljubitelj knjig
1648,bibliofilka,ljubiteljica knjig
1649,bibliograf,sestavljalec bibliografije
1650,bibliografija,seznam literature
1651,bibliografka,bibliograf
1652,biblioman,bibliomanka
1653,bibliomanija,strastno zbiranje knjig
1654,bibliomanka,biblioman
1655,biblioteka,knjižnica
1656,bibliotekar,knjižničar
1657,bibliotekarka,knjižničarka
1658,bibliotekarstvo,knjižničarstvo
1659,bibličen,svetopisemski
1660,bicelj,bincelj
1661,biceps,dvoglava mišica
1662,bicikel,kolo
1663,biciklist,kolesar
1664,biciklistka,kolesarka
1665,bienalen,bienalski
1666,bienalno,vsaki dve leti
1667,bienalski,bienalen
1668,bifokalen,dvogoriščen
1669,bifurkacija,cepljenje na dvoje
1670,bigamija,dvozakonstvo
1671,bigamist,dvoženec
1672,biharščina,biharski jezik
1673,bik,hosist
1674,bikarbonat,hidrogenkarbonat
1675,bikast,krepak
1676,bikica,bik
1677,bikini,bikinke
1678,bikinke,bikini
1679,biklorid,diklorid
1680,bikoborba,korida
1681,bikoborec,toreador
1682,bikoborka,toreadorka
1683,bikonkaven,dvojno vbokel
1684,bikonveksen,dvojno izbokel
1685,bikovski,močen
1686,bikromat,dikromat
1687,biksa,anato
1688,bikulturen,dvokulturen
1689,bikulturnost,dvokulturnost
1690,bikuspidalen,dvokoničast
